Year,Jury or Televoting,From country,To country,Points
1995,J,Iceland,Cyprus,2
1995,J,Iceland,Denmark,7
1995,J,Iceland,France,8
1995,J,Iceland,Germany,0
1995,J,Iceland,Greece,0
1995,J,Iceland,Hungary,0
1995,J,Iceland,Ireland,3
1995,J,Iceland,Israel,0
1995,J,Iceland,Malta,0
1995,J,Iceland,Norway,12
1995,J,Iceland,Poland,6
1995,J,Iceland,Portugal,0
1995,J,Iceland,Russia,0
1995,J,Iceland,Slovenia,1
1995,J,Iceland,Spain,5
1995,J,Iceland,Sweden,4
1995,J,Iceland,Turkey,0
1995,J,Iceland,United Kingdom,0
1995,J,Ireland,Austria,0
1995,J,Ireland,Belgium,0
1995,J,Ireland,Bosnia & Herzegovina,0
1995,J,Ireland,Croatia,3
1995,J,Ireland,Cyprus,0
1995,J,Ireland,Denmark,7
1995,J,Ireland,France,5
1995,J,Ireland,Germany,0
1995,J,Ireland,Greece,0
1995,J,Ireland,Hungary,0
1995,J,Ireland,Iceland,6
1995,J,Ireland,Israel,0
1995,J,Ireland,Malta,4
1995,J,Ireland,Norway,10
1995,J,Ireland,Poland,0
1995,J,Ireland,Portugal,0
1995,J,Ireland,Russia,0
1995,J,Ireland,Slovenia,8
1995,J,Ireland,Spain,2
1995,J,Ireland,Sweden,12
1995,J,Ireland,Turkey,0
1995,J,Ireland,United Kingdom,1
1995,J,Israel,Austria,2
1995,J,Israel,Belgium,0
1995,J,Israel,Bosnia & Herzegovina,0
1995,J,Israel,Croatia,4
1995,J,Israel,Cyprus,6
1995,J,Israel,Denmark,0
1995,J,Israel,France,7
1995,J,Israel,Germany,0
1995,J,Israel,Greece,8
1995,J,Israel,Hungary,0
1995,J,Israel,Iceland,0
1995,J,Israel,Ireland,0
1995,J,Israel,Malta,0
1995,J,Israel,Norway,10
1995,J,Israel,Poland,0
1995,J,Israel,Portugal,0
1995,J,Israel,Russia,0
1995,J,Israel,Slovenia,3
1995,J,Israel,Spain,12
1995,J,Israel,Sweden,0
1995,J,Israel,Turkey,1
1995,J,Israel,United Kingdom,5
1995,J,Malta,Austria,0
1995,J,Malta,Belgium,0
1995,J,Malta,Bosnia & Herzegovina,0
1995,J,Malta,Croatia,12
1995,J,Malta,Cyprus,4
1995,J,Malta,Denmark,0
1995,J,Malta,France,0
1995,J,Malta,Germany,1
1995,J,Malta,Greece,10
1995,J,Malta,Hungary,0
1995,J,Malta,Iceland,0
1995,J,Malta,Ireland,0
1995,J,Malta,Israel,5
1995,J,Malta,Norway,6
1995,J,Malta,Poland,0
1995,J,Malta,Portugal,0
1995,J,Malta,Russia,0
1995,J,Malta,Slovenia,2
1995,J,Malta,Spain,8
1995,J,Malta,Sweden,3
1995,J,Malta,Turkey,7
1995,J,Malta,United Kingdom,0
1995,J,Norway,Austria,3
1995,J,Norway,Belgium,0
1995,J,Norway,Bosnia & Herzegovina,0
1995,J,Norway,Croatia,7
1995,J,Norway,Cyprus,5
1995,J,Norway,Denmark,12
1995,J,Norway,France,6
1995,J,Norway,Germany,0
1995,J,Norway,Greece,0
1995,J,Norway,Hungary,0
1995,J,Norway,Iceland,2
1995,J,Norway,Ireland,1
1995,J,Norway,Israel,0
1995,J,Norway,Malta,0
1995,J,Norway,Poland,4
1995,J,Norway,Portugal,0
1995,J,Norway,Russia,10
1995,J,Norway,Slovenia,0
1995,J,Norway,Spain,0
1995,J,Norway,Sweden,8
1995,J,Norway,Turkey,0
1995,J,Norway,United Kingdom,0
1995,J,Poland,Austria,2
1995,J,Poland,Belgium,0
1995,J,Poland,Bosnia & Herzegovina,0
1995,J,Poland,Croatia,0
1995,J,Poland,Cyprus,1
1995,J,Poland,Denmark,3
1995,J,Poland,France,7
1995,J,Poland,Germany,0
1995,J,Poland,Greece,6
1995,J,Poland,Hungary,0
1995,J,Poland,Iceland,0
1995,J,Poland,Ireland,0
1995,J,Poland,Israel,0
1995,J,Poland,Malta,0
1995,J,Poland,Norway,12
1995,J,Poland,Portugal,0
1995,J,Poland,Russia,0
1995,J,Poland,Slovenia,4
1995,J,Poland,Spain,8
1995,J,Poland,Sweden,10
1995,J,Poland,Turkey,0
1995,J,Poland,United Kingdom,5
1995,J,Portugal,Austria,2
1995,J,Portugal,Belgium,0
1995,J,Portugal,Bosnia & Herzegovina,0
1995,J,Portugal,Croatia,4
1995,J,Portugal,Cyprus,0
1995,J,Portugal,Denmark,6
1995,J,Portugal,France,0
1995,J,Portugal,Germany,0
1995,J,Portugal,Greece,3
1995,J,Portugal,Hungary,0
1995,J,Portugal,Iceland,0
1995,J,Portugal,Ireland,0
1995,J,Portugal,Israel,0
1995,J,Portugal,Malta,0
1995,J,Portugal,Norway,12
1995,J,Portugal,Poland,1
1995,J,Portugal,Russia,0
1995,J,Portugal,Slovenia,5
1995,J,Portugal,Spain,7
1995,J,Portugal,Sweden,8
1995,J,Portugal,Turkey,0
1995,J,Portugal,United Kingdom,10
1995,J,Russia,Austria,0
1995,J,Russia,Belgium,0
1995,J,Russia,Bosnia & Herzegovina,0
1995,J,Russia,Croatia,0
1995,J,Russia,Cyprus,4
1995,J,Russia,Denmark,10
1995,J,Russia,France,0
1995,J,Russia,Germany,0
1995,J,Russia,Greece,0
1995,J,Russia,Hungary,2
1995,J,Russia,Iceland,3
1995,J,Russia,Ireland,5
1995,J,Russia,Israel,8
1995,J,Russia,Malta,0
1995,J,Russia,Norway,12
1995,J,Russia,Poland,0
1995,J,Russia,Portugal,0
1995,J,Russia,Slovenia,7
1995,J,Russia,Spain,0
1995,J,Russia,Sweden,6
1995,J,Russia,Turkey,0
1995,J,Russia,United Kingdom,1
1995,J,Slovenia,Austria,0
1995,J,Slovenia,Belgium,0
1995,J,Slovenia,Bosnia & Herzegovina,0
1995,J,Slovenia,Croatia,12
1995,J,Slovenia,Cyprus,4
1995,J,Slovenia,Denmark,6
1995,J,Slovenia,France,8
1995,J,Slovenia,Germany,0
1995,J,Slovenia,Greece,2
1995,J,Slovenia,Hungary,0
1995,J,Slovenia,Iceland,0
1995,J,Slovenia,Ireland,5
1995,J,Slovenia,Israel,10
1995,J,Slovenia,Malta,0
1995,J,Slovenia,Norway,7
1995,J,Slovenia,Poland,0
1995,J,Slovenia,Portugal,0
1995,J,Slovenia,Russia,0
1995,J,Slovenia,Spain,0
1995,J,Slovenia,Sweden,1
1995,J,Slovenia,Turkey,3
1995,J,Slovenia,United Kingdom,0
1995,J,Spain,Austria,6
1995,J,Spain,Belgium,7
1995,J,Spain,Bosnia & Herzegovina,0
1995,J,Spain,Croatia,12
1995,J,Spain,Cyprus,5
1995,J,Spain,Denmark,0
1995,J,Spain,France,0
1995,J,Spain,Germany,0
1995,J,Spain,Greece,8
1995,J,Spain,Hungary,1
1995,J,Spain,Iceland,0
1995,J,Spain,Ireland,3
1995,J,Spain,Israel,0
1995,J,Spain,Malta,10
1995,J,Spain,Norway,4
1995,J,Spain,Poland,0
1995,J,Spain,Portugal,0
1995,J,Spain,Russia,0
1995,J,Spain,Slovenia,0
1995,J,Spain,Sweden,0
1995,J,Spain,Turkey,2
1995,J,Spain,United Kingdom,0
1995,J,Sweden,Austria,4
1995,J,Sweden,Belgium,0
1995,J,Sweden,Bosnia & Herzegovina,0
1995,J,Sweden,Croatia,0
1995,J,Sweden,Cyprus,8
1995,J,Sweden,Denmark,12
1995,J,Sweden,France,3
1995,J,Sweden,Germany,0
1995,J,Sweden,Greece,0
1995,J,Sweden,Hungary,0
1995,J,Sweden,Iceland,6
1995,J,Sweden,Ireland,10
1995,J,Sweden,Israel,2
1995,J,Sweden,Malta,1
1995,J,Sweden,Norway,0
1995,J,Sweden,Poland,0
1995,J,Sweden,Portugal,0
1995,J,Sweden,Russia,0
1995,J,Sweden,Slovenia,7
1995,J,Sweden,Spain,0
1995,J,Sweden,Turkey,0
1995,J,Sweden,United Kingdom,5
1995,J,Turkey,Austria,4
1995,J,Turkey,Belgium,0
1995,J,Turkey,Bosnia & Herzegovina,3
1995,J,Turkey,Croatia,7
1995,J,Turkey,Cyprus,0
1995,J,Turkey,Denmark,6
1995,J,Turkey,France,2
1995,J,Turkey,Germany,0
1995,J,Turkey,Greece,0
1995,J,Turkey,Hungary,0
1995,J,Turkey,Iceland,0
1995,J,Turkey,Ireland,5
1995,J,Turkey,Israel,0
1995,J,Turkey,Malta,10
1995,J,Turkey,Norway,12
1995,J,Turkey,Poland,0
1995,J,Turkey,Portugal,0
1995,J,Turkey,Russia,0
1995,J,Turkey,Slovenia,0
1995,J,Turkey,Spain,8
1995,J,Turkey,Sweden,1
1995,J,Turkey,United Kingdom,0
1995,J,United Kingdom,Austria,5
1995,J,United Kingdom,Belgium,0
1995,J,United Kingdom,Bosnia & Herzegovina,0
1995,J,United Kingdom,Croatia,0
1995,J,United Kingdom,Cyprus,3
1995,J,United Kingdom,Denmark,0
1995,J,United Kingdom,France,1
1995,J,United Kingdom,Germany,0
1995,J,United Kingdom,Greece,0
1995,J,United Kingdom,Hungary,0
1995,J,United Kingdom,Iceland,0
1995,J,United Kingdom,Ireland,0
1995,J,United Kingdom,Israel,12
1995,J,United Kingdom,Malta,7
1995,J,United Kingdom,Norway,4
1995,J,United Kingdom,Poland,0
1995,J,United Kingdom,Portugal,0
1995,J,United Kingdom,Russia,0
1995,J,United Kingdom,Slovenia,10
1995,J,United Kingdom,Spain,8
1995,J,United Kingdom,Sweden,6
1995,J,United Kingdom,Turkey,2
1996,J,Austria,Belgium,0
1996,J,Austria,Bosnia & Herzegovina,0
1996,J,Austria,Croatia,0
1996,J,Austria,Cyprus,2
1996,J,Austria,Estonia,5
1996,J,Austria,Finland,0
1996,J,Austria,France,0
1996,J,Austria,Greece,0
1996,J,Austria,Iceland,6
1996,J,Austria,Ireland,7
1996,J,Austria,Malta,0
1996,J,Austria,Norway,8
1996,J,Austria,Poland,4
1996,J,Austria,Portugal,1
1996,J,Austria,Slovakia,0
1996,J,Austria,Slovenia,0
1996,J,Austria,Spain,0
1996,J,Austria,Sweden,10
1996,J,Austria,Switzerland,0
1996,J,Austria,The Netherlands,12
1996,J,Austria,Turkey,0
1996,J,Austria,United Kingdom,3
1996,J,Belgium,Austria,0
1996,J,Belgium,Bosnia & Herzegovina,0
1996,J,Belgium,Croatia,4
1996,J,Belgium,Cyprus,0
1996,J,Belgium,Estonia,0
1996,J,Belgium,Finland,0
1996,J,Belgium,France,7
1996,J,Belgium,Greece,0
1996,J,Belgium,Iceland,0
1996,J,Belgium,Ireland,3
1996,J,Belgium,Malta,0
1996,J,Belgium,Norway,8
1996,J,Belgium,Poland,0
1996,J,Belgium,Portugal,6
1996,J,Belgium,Slovakia,0
1996,J,Belgium,Slovenia,0
1996,J,Belgium,Spain,0
1996,J,Belgium,Sweden,10
1996,J,Belgium,Switzerland,2
1996,J,Belgium,The Netherlands,1
1996,J,Belgium,Turkey,5
1996,J,Belgium,United Kingdom,12
1996,J,Bosnia & Herzegovina,Austria,6
1996,J,Bosnia & Herzegovina,Belgium,0
1996,J,Bosnia & Herzegovina,Croatia,10
1996,J,Bosnia & Herzegovina,Cyprus,0
1996,J,Bosnia & Herzegovina,Estonia,0
1996,J,Bosnia & Herzegovina,Finland,0
1996,J,Bosnia & Herzegovina,France,0
1996,J,Bosnia & Herzegovina,Greece,0
1996,J,Bosnia & Herzegovina,Iceland,0
1996,J,Bosnia & Herzegovina,Ireland,12
1996,J,Bosnia & Herzegovina,Malta,0
1996,J,Bosnia & Herzegovina,Norway,3
1996,J,Bosnia & Herzegovina,Poland,7
1996,J,Bosnia & Herzegovina,Portugal,1
1996,J,Bosnia & Herzegovina,Slovakia,0
1996,J,Bosnia & Herzegovina,Slovenia,8
1996,J,Bosnia & Herzegovina,Spain,0
1996,J,Bosnia & Herzegovina,Sweden,4
1996,J,Bosnia & Herzegovina,Switzerland,0
1996,J,Bosnia & Herzegovina,The Netherlands,2
1996,J,Bosnia & Herzegovina,Turkey,5
1996,J,Bosnia & Herzegovina,United Kingdom,0
1996,J,Croatia,Austria,0
1996,J,Croatia,Belgium,2
1996,J,Croatia,Bosnia & Herzegovina,3
1996,J,Croatia,Cyprus,8
1996,J,Croatia,Estonia,0
1996,J,Croatia,Finland,0
1996,J,Croatia,France,0
1996,J,Croatia,Greece,0
1996,J,Croatia,Iceland,0
1996,J,Croatia,Ireland,0
1996,J,Croatia,Malta,12
1996,J,Croatia,Norway,5
1996,J,Croatia,Poland,0
1996,J,Croatia,Portugal,10
1996,J,Croatia,Slovakia,0
1996,J,Croatia,Slovenia,6
1996,J,Croatia,Spain,4
1996,J,Croatia,Sweden,0
1996,J,Croatia,Switzerland,0
1996,J,Croatia,The Netherlands,0
1996,J,Croatia,Turkey,1
1996,J,Croatia,United Kingdom,7
1996,J,Cyprus,Austria,0
1996,J,Cyprus,Belgium,0
1996,J,Cyprus,Bosnia & Herzegovina,0
1996,J,Cyprus,Croatia,8
1996,J,Cyprus,Estonia,7
1996,J,Cyprus,Finland,0
1996,J,Cyprus,France,0
1996,J,Cyprus,Greece,10
1996,J,Cyprus,Iceland,0
1996,J,Cyprus,Ireland,6
1996,J,Cyprus,Malta,0
1996,J,Cyprus,Norway,3
1996,J,Cyprus,Poland,4
1996,J,Cyprus,Portugal,12
1996,J,Cyprus,Slovakia,0
1996,J,Cyprus,Slovenia,0
1996,J,Cyprus,Spain,2
1996,J,Cyprus,Sweden,0
1996,J,Cyprus,Switzerland,0
1996,J,Cyprus,The Netherlands,5
1996,J,Cyprus,Turkey,0
1996,J,Cyprus,United Kingdom,1
1996,J,Estonia,Austria,7
1996,J,Estonia,Belgium,1
1996,J,Estonia,Bosnia & Herzegovina,0
1996,J,Estonia,Croatia,6
1996,J,Estonia,Cyprus,0
1996,J,Estonia,Finland,0
1996,J,Estonia,France,3
1996,J,Estonia,Greece,0
1996,J,Estonia,Iceland,8
1996,J,Estonia,Ireland,12
1996,J,Estonia,Malta,0
1996,J,Estonia,Norway,5
1996,J,Estonia,Poland,0
1996,J,Estonia,Portugal,0
1996,J,Estonia,Slovakia,0
1996,J,Estonia,Slovenia,0
1996,J,Estonia,Spain,0
1996,J,Estonia,Sweden,10
1996,J,Estonia,Switzerland,0
1996,J,Estonia,The Netherlands,4
1996,J,Estonia,Turkey,0
1996,J,Estonia,United Kingdom,2
1996,J,Finland,Austria,0
1996,J,Finland,Belgium,0
1996,J,Finland,Bosnia & Herzegovina,1
1996,J,Finland,Croatia,0
1996,J,Finland,Cyprus,6
1996,J,Finland,Estonia,12
1996,J,Finland,France,2
1996,J,Finland,Greece,0
1996,J,Finland,Iceland,0
1996,J,Finland,Ireland,10
1996,J,Finland,Malta,0
1996,J,Finland,Norway,7
1996,J,Finland,Poland,0
1996,J,Finland,Portugal,3
1996,J,Finland,Slovakia,0
1996,J,Finland,Slovenia,0
1996,J,Finland,Spain,0
1996,J,Finland,Sweden,8
1996,J,Finland,Switzerland,4
1996,J,Finland,The Netherlands,0
1996,J,Finland,Turkey,5
1996,J,Finland,United Kingdom,0
1996,J,France,Austria,12
1996,J,France,Belgium,0
1996,J,France,Bosnia & Herzegovina,0
1996,J,France,Croatia,0
1996,J,France,Cyprus,2
1996,J,France,Estonia,1
1996,J,France,Finland,0
1996,J,France,Greece,0
1996,J,France,Iceland,0
1996,J,France,Ireland,6
1996,J,France,Malta,0
1996,J,France,Norway,7
1996,J,France,Poland,0
1996,J,France,Portugal,5
1996,J,France,Slovakia,0
1996,J,France,Slovenia,0
1996,J,France,Spain,0
1996,J,France,Sweden,3
1996,J,France,Switzerland,0
1996,J,France,The Netherlands,10
1996,J,France,Turkey,4
1996,J,France,United Kingdom,8
1996,J,Greece,Austria,2
1996,J,Greece,Belgium,0
1996,J,Greece,Bosnia & Herzegovina,0
1996,J,Greece,Croatia,1
1996,J,Greece,Cyprus,12
1996,J,Greece,Estonia,0
1996,J,Greece,Finland,0
1996,J,Greece,France,0
1996,J,Greece,Iceland,3
1996,J,Greece,Ireland,10
1996,J,Greece,Malta,8
1996,J,Greece,Norway,0
1996,J,Greece,Poland,7
1996,J,Greece,Portugal,5
1996,J,Greece,Slovakia,4
1996,J,Greece,Slovenia,0
1996,J,Greece,Spain,6
1996,J,Greece,Sweden,0
1996,J,Greece,Switzerland,0
1996,J,Greece,The Netherlands,0
1996,J,Greece,Turkey,0
1996,J,Greece,United Kingdom,0
1996,J,Iceland,Austria,0
1996,J,Iceland,Belgium,0
1996,J,Iceland,Bosnia & Herzegovina,0
1996,J,Iceland,Croatia,5
1996,J,Iceland,Cyprus,0
1996,J,Iceland,Estonia,12
1996,J,Iceland,Finland,7
1996,J,Iceland,France,0
1996,J,Iceland,Greece,0
1996,J,Iceland,Ireland,0
1996,J,Iceland,Malta,0
1996,J,Iceland,Norway,8
1996,J,Iceland,Poland,0
1996,J,Iceland,Portugal,10
1996,J,Iceland,Slovakia,0
1996,J,Iceland,Slovenia,1
1996,J,Iceland,Spain,0
1996,J,Iceland,Sweden,6
1996,J,Iceland,Switzerland,3
1996,J,Iceland,The Netherlands,2
1996,J,Iceland,Turkey,0
1996,J,Iceland,United Kingdom,4
1996,J,Ireland,Austria,8
1996,J,Ireland,Belgium,0
1996,J,Ireland,Bosnia & Herzegovina,0
1996,J,Ireland,Croatia,6
1996,J,Ireland,Cyprus,1
1996,J,Ireland,Estonia,2
1996,J,Ireland,Finland,0
1996,J,Ireland,France,0
1996,J,Ireland,Greece,0
1996,J,Ireland,Iceland,10
1996,J,Ireland,Malta,0
1996,J,Ireland,Norway,7
1996,J,Ireland,Poland,0
1996,J,Ireland,Portugal,0
1996,J,Ireland,Slovakia,0
1996,J,Ireland,Slovenia,0
1996,J,Ireland,Spain,0
1996,J,Ireland,Sweden,12
1996,J,Ireland,Switzerland,4
1996,J,Ireland,The Netherlands,5
1996,J,Ireland,Turkey,0
1996,J,Ireland,United Kingdom,3
1996,J,Malta,Austria,12
1996,J,Malta,Belgium,0
1996,J,Malta,Bosnia & Herzegovina,3
1996,J,Malta,Croatia,7
1996,J,Malta,Cyprus,2
1996,J,Malta,Estonia,0
1996,J,Malta,Finland,0
1996,J,Malta,France,0
1996,J,Malta,Greece,1
1996,J,Malta,Iceland,0
1996,J,Malta,Ireland,4
1996,J,Malta,Norway,0
1996,J,Malta,Poland,0
1996,J,Malta,Portugal,0
1996,J,Malta,Slovakia,8
1996,J,Malta,Slovenia,0
1996,J,Malta,Spain,5
1996,J,Malta,Sweden,0
1996,J,Malta,Switzerland,0
1996,J,Malta,The Netherlands,0
1996,J,Malta,Turkey,10
1996,J,Malta,United Kingdom,6
1996,J,Norway,Austria,0
1996,J,Norway,Belgium,0
1996,J,Norway,Bosnia & Herzegovina,0
1996,J,Norway,Croatia,7
1996,J,Norway,Cyprus,0
1996,J,Norway,Estonia,8
1996,J,Norway,Finland,2
1996,J,Norway,France,4
1996,J,Norway,Greece,3
1996,J,Norway,Iceland,5
1996,J,Norway,Ireland,10
1996,J,Norway,Malta,1
1996,J,Norway,Poland,0
1996,J,Norway,Portugal,12
1996,J,Norway,Slovakia,0
1996,J,Norway,Slovenia,0
1996,J,Norway,Spain,0
1996,J,Norway,Sweden,6
1996,J,Norway,Switzerland,0
1996,J,Norway,The Netherlands,0
1996,J,Norway,Turkey,0
1996,J,Norway,United Kingdom,0
1996,J,Poland,Austria,8
1996,J,Poland,Belgium,0
1996,J,Poland,Bosnia & Herzegovina,0
1996,J,Poland,Croatia,2
1996,J,Poland,Cyprus,0
1996,J,Poland,Estonia,10
1996,J,Poland,Finland,0
1996,J,Poland,France,0
1996,J,Poland,Greece,1
1996,J,Poland,Iceland,3
1996,J,Poland,Ireland,12
1996,J,Poland,Malta,6
1996,J,Poland,Norway,4
1996,J,Poland,Portugal,0
1996,J,Poland,Slovakia,5
1996,J,Poland,Slovenia,0
1996,J,Poland,Spain,0
1996,J,Poland,Sweden,0
1996,J,Poland,Switzerland,0
1996,J,Poland,The Netherlands,7
1996,J,Poland,Turkey,0
1996,J,Poland,United Kingdom,0
1996,J,Portugal,Austria,5
1996,J,Portugal,Belgium,0
1996,J,Portugal,Bosnia & Herzegovina,0
1996,J,Portugal,Croatia,10
1996,J,Portugal,Cyprus,3
1996,J,Portugal,Estonia,0
1996,J,Portugal,Finland,0
1996,J,Portugal,France,1
1996,J,Portugal,Greece,0
1996,J,Portugal,Iceland,6
1996,J,Portugal,Ireland,8
1996,J,Portugal,Malta,0
1996,J,Portugal,Norway,2
1996,J,Portugal,Poland,0
1996,J,Portugal,Slovakia,0
1996,J,Portugal,Slovenia,0
1996,J,Portugal,Spain,0
1996,J,Portugal,Sweden,4
1996,J,Portugal,Switzerland,0
1996,J,Portugal,The Netherlands,7
1996,J,Portugal,Turkey,0
1996,J,Portugal,United Kingdom,12
1996,J,Slovakia,Austria,3
1996,J,Slovakia,Belgium,0
1996,J,Slovakia,Bosnia & Herzegovina,0
1996,J,Slovakia,Croatia,5
1996,J,Slovakia,Cyprus,10
1996,J,Slovakia,Estonia,0
1996,J,Slovakia,Finland,0
1996,J,Slovakia,France,0
1996,J,Slovakia,Greece,8
1996,J,Slovakia,Iceland,1
1996,J,Slovakia,Ireland,7
1996,J,Slovakia,Malta,12
1996,J,Slovakia,Norway,0
1996,J,Slovakia,Poland,2
1996,J,Slovakia,Portugal,0
1996,J,Slovakia,Slovenia,0
1996,J,Slovakia,Spain,0
1996,J,Slovakia,Sweden,4
1996,J,Slovakia,Switzerland,0
1996,J,Slovakia,The Netherlands,0
1996,J,Slovakia,Turkey,0
1996,J,Slovakia,United Kingdom,6
1996,J,Slovenia,Austria,1
1996,J,Slovenia,Belgium,0
1996,J,Slovenia,Bosnia & Herzegovina,0
1996,J,Slovenia,Croatia,3
1996,J,Slovenia,Cyprus,0
1996,J,Slovenia,Estonia,8
1996,J,Slovenia,Finland,0
1996,J,Slovenia,France,0
1996,J,Slovenia,Greece,0
1996,J,Slovenia,Iceland,6
1996,J,Slovenia,Ireland,12
1996,J,Slovenia,Malta,4
1996,J,Slovenia,Norway,10
1996,J,Slovenia,Poland,0
1996,J,Slovenia,Portugal,0
1996,J,Slovenia,Slovakia,0
1996,J,Slovenia,Spain,0
1996,J,Slovenia,Sweden,7
1996,J,Slovenia,Switzerland,2
1996,J,Slovenia,The Netherlands,5
1996,J,Slovenia,Turkey,0
1996,J,Slovenia,United Kingdom,0
1996,J,Spain,Austria,0
1996,J,Spain,Belgium,12
1996,J,Spain,Bosnia & Herzegovina,0
1996,J,Spain,Croatia,5
1996,J,Spain,Cyprus,7
1996,J,Spain,Estonia,4
1996,J,Spain,Finland,0
1996,J,Spain,France,0
1996,J,Spain,Greece,0
1996,J,Spain,Iceland,3
1996,J,Spain,Ireland,0
1996,J,Spain,Malta,10
1996,J,Spain,Norway,0
1996,J,Spain,Poland,0
1996,J,Spain,Portugal,0
1996,J,Spain,Slovakia,2
1996,J,Spain,Slovenia,1
1996,J,Spain,Sweden,0
1996,J,Spain,Switzerland,0
1996,J,Spain,The Netherlands,6
1996,J,Spain,Turkey,8
1996,J,Spain,United Kingdom,0
1996,J,Sweden,Austria,0
1996,J,Sweden,Belgium,0
1996,J,Sweden,Bosnia & Herzegovina,0
1996,J,Sweden,Croatia,1
1996,J,Sweden,Cyprus,2
1996,J,Sweden,Estonia,12
1996,J,Sweden,Finland,0
1996,J,Sweden,France,0
1996,J,Sweden,Greece,3
1996,J,Sweden,Iceland,0
1996,J,Sweden,Ireland,7
1996,J,Sweden,Malta,5
1996,J,Sweden,Norway,10
1996,J,Sweden,Poland,0
1996,J,Sweden,Portugal,4
1996,J,Sweden,Slovakia,0
1996,J,Sweden,Slovenia,0
1996,J,Sweden,Spain,0
1996,J,Sweden,Switzerland,0
1996,J,Sweden,The Netherlands,8
1996,J,Sweden,Turkey,0
1996,J,Sweden,United Kingdom,6
1996,J,Switzerland,Austria,0
1996,J,Switzerland,Belgium,0
1996,J,Switzerland,Bosnia & Herzegovina,0
1996,J,Switzerland,Croatia,1
1996,J,Switzerland,Cyprus,5
1996,J,Switzerland,Estonia,0
1996,J,Switzerland,Finland,0
1996,J,Switzerland,France,0
1996,J,Switzerland,Greece,2
1996,J,Switzerland,Iceland,0
1996,J,Switzerland,Ireland,12
1996,J,Switzerland,Malta,0
1996,J,Switzerland,Norway,7
1996,J,Switzerland,Poland,0
1996,J,Switzerland,Portugal,10
1996,J,Switzerland,Slovakia,0
1996,J,Switzerland,Slovenia,0
1996,J,Switzerland,Spain,0
1996,J,Switzerland,Sweden,8
1996,J,Switzerland,The Netherlands,3
1996,J,Switzerland,Turkey,6
1996,J,Switzerland,United Kingdom,4
1996,J,The Netherlands,Austria,0
1996,J,The Netherlands,Belgium,2
1996,J,The Netherlands,Bosnia & Herzegovina,0
1996,J,The Netherlands,Croatia,5
1996,J,The Netherlands,Cyprus,0
1996,J,The Netherlands,Estonia,3
1996,J,The Netherlands,Finland,0
1996,J,The Netherlands,France,0
1996,J,The Netherlands,Greece,1
1996,J,The Netherlands,Iceland,0
1996,J,The Netherlands,Ireland,12
1996,J,The Netherlands,Malta,0
1996,J,The Netherlands,Norway,10
1996,J,The Netherlands,Poland,0
1996,J,The Netherlands,Portugal,6
1996,J,The Netherlands,Slovakia,0
1996,J,The Netherlands,Slovenia,0
1996,J,The Netherlands,Spain,0
1996,J,The Netherlands,Sweden,8
1996,J,The Netherlands,Switzerland,4
1996,J,The Netherlands,Turkey,7
1996,J,The Netherlands,United Kingdom,0
1996,J,Turkey,Austria,4
1996,J,Turkey,Belgium,0
1996,J,Turkey,Bosnia & Herzegovina,6
1996,J,Turkey,Croatia,8
1996,J,Turkey,Cyprus,0
1996,J,Turkey,Estonia,0
1996,J,Turkey,Finland,0
1996,J,Turkey,France,0
1996,J,Turkey,Greece,0
1996,J,Turkey,Iceland,0
1996,J,Turkey,Ireland,12
1996,J,Turkey,Malta,10
1996,J,Turkey,Norway,2
1996,J,Turkey,Poland,7
1996,J,Turkey,Portugal,5
1996,J,Turkey,Slovakia,0
1996,J,Turkey,Slovenia,0
1996,J,Turkey,Spain,0
1996,J,Turkey,Sweden,0
1996,J,Turkey,Switzerland,0
1996,J,Turkey,The Netherlands,1
1996,J,Turkey,United Kingdom,3
1996,J,United Kingdom,Austria,0
1996,J,United Kingdom,Belgium,5
1996,J,United Kingdom,Bosnia & Herzegovina,0
1996,J,United Kingdom,Croatia,4
1996,J,United Kingdom,Cyprus,12
1996,J,United Kingdom,Estonia,10
1996,J,United Kingdom,Finland,0
1996,J,United Kingdom,France,1
1996,J,United Kingdom,Greece,7
1996,J,United Kingdom,Iceland,0
1996,J,United Kingdom,Ireland,0
1996,J,United Kingdom,Malta,0
1996,J,United Kingdom,Norway,8
1996,J,United Kingdom,Poland,0
1996,J,United Kingdom,Portugal,2
1996,J,United Kingdom,Slovakia,0
1996,J,United Kingdom,Slovenia,0
1996,J,United Kingdom,Spain,0
1996,J,United Kingdom,Sweden,0
1996,J,United Kingdom,Switzerland,3
1996,J,United Kingdom,The Netherlands,0
1996,J,United Kingdom,Turkey,6
1997,J,Austria,Bosnia & Herzegovina,4
1997,J,Austria,Croatia,0
1997,J,Austria,Cyprus,0
1997,J,Austria,Denmark,0
1997,J,Austria,Estonia,6
1997,J,Austria,France,0
1997,J,Austria,Germany,3
1997,J,Austria,Greece,0
1997,J,Austria,Hungary,0
1997,J,Austria,Iceland,2
1997,J,Austria,Ireland,10
1997,J,Austria,Italy,1
1997,J,Austria,Malta,0
1997,J,Austria,Norway,0
1997,J,Austria,Poland,8
1997,J,Austria,Portugal,0
1997,J,Austria,Russia,5
1997,J,Austria,Slovenia,0
1997,J,Austria,Spain,0
1997,J,Austria,Sweden,0
1997,J,Austria,Switzerland,0
1997,J,Austria,The Netherlands,0
1997,J,Austria,Turkey,7
1997,J,Austria,United Kingdom,12
